date,salesperson,region,product,units,revenue
2026-06-25,Sara,Central,Product B,65,17183.75
2026-06-25,Ali,North,Product A,85,23059.8
2026-06-25,Hamza,North,Product D,63,13912.65
2026-06-25,Sara,Central,Product F,27,9306.82
2026-06-25,Hamza,South,Product B,89,26187.97
2026-06-26,Sara,Central,Product A,83,23777.97
2026-06-26,Usman,East,Product D,88,19276.28
2026-06-26,Ayesha,West,Product F,70,24996.62
2026-06-26,Zara,East,Product F,59,24947.42
2026-06-27,Ahmed,East,Product B,97,29323.21
2026-06-28,Ali,South,Product A,90,23027.13
2026-06-28,Fatima,South,Product B,18,4505.42
2026-06-28,Sara,West,Product A,35,7988.43
2026-06-28,Ayesha,South,Product F,47,17847.22
2026-06-29,Hamza,South,Product A,86,19572.66
2026-06-29,Ayesha,South,Product D,83,19282.01
2026-06-30,Bilal,West,Product D,73,17252.53
2026-06-30,Hina,East,Product C,37,10202.69
2026-06-30,Fatima,West,Product D,82,15369.71
2026-07-01,Bilal,Central,Product E,52,19303.44
2026-07-01,Ayesha,East,Product F,92,38434.31
2026-07-01,Bilal,South,Product E,40,15309.95
2026-07-01,Hamza,North,Product E,81,30769.15
2026-07-01,Hamza,West,Product E,100,31372.81
2026-07-01,Bilal,East,Product C,81,25766.63
2026-07-01,Ahmed,Central,Product A,77,22042.84
2026-07-02,Sara,East,Product B,98,28733.28
2026-07-02,Ahmed,North,Product A,15,3947.79
2026-07-02,Usman,Central,Product A,91,21377.09
2026-07-02,Ali,East,Product C,20,6538.82
2026-07-03,Ali,South,Product D,34,6499.06
2026-07-03,Fatima,Central,Product C,10,3206.76
2026-07-04,Usman,South,Product C,90,23966.95
2026-07-04,Usman,West,Product D,10,1896.34
2026-07-04,Hamza,Central,Product C,49,12582.47
2026-07-04,Ayesha,North,Product B,16,5147.72
2026-07-04,Ali,North,Product C,46,13255.88
2026-07-06,Fatima,East,Product D,57,13572.54
2026-07-06,Hamza,North,Product F,35,15461.52
2026-07-07,Fatima,West,Product E,9,3249.31
2026-07-07,Fatima,South,Product C,49,15114.0
2026-07-07,Ahmed,South,Product E,70,23775.2
2026-07-07,Hamza,North,Product F,61,24739.31
2026-07-07,Zara,East,Product F,55,23682.81
2026-07-08,Hina,West,Product C,79,20162.58
2026-07-08,Fatima,North,Product D,79,16377.23
2026-07-09,Usman,East,Product B,62,14988.36
2026-07-09,Ayesha,North,Product F,31,12466.53
2026-07-10,Ali,East,Product C,44,12330.17
2026-07-10,Hamza,North,Product F,71,31391.93
2026-07-10,Fatima,West,Product C,62,16813.78
2026-07-11,Hamza,Central,Product E,41,13482.44
2026-07-12,Ayesha,East,Product D,51,9895.76
2026-07-12,Hamza,East,Product C,62,18307.05
2026-07-13,Usman,South,Product A,7,1593.73
2026-07-13,Usman,North,Product F,89,39600.23
2026-07-13,Fatima,South,Product C,10,2986.77
2026-07-13,Fatima,Central,Product D,17,4108.92
2026-07-14,Bilal,West,Product C,15,4459.91
2026-07-14,Ahmed,Central,Product E,43,14625.93
2026-07-14,Bilal,Central,Product B,92,24402.06
2026-07-14,Bilal,West,Product F,51,18335.44
2026-07-14,Hamza,North,Product C,67,22311.64
2026-07-14,Zara,South,Product D,75,17265.31
2026-07-14,Sara,West,Product E,13,4267.22
2026-07-14,Fatima,West,Product F,89,30916.63
2026-07-15,Hamza,Central,Product F,92,33790.8
2026-07-15,Zara,East,Product E,42,16872.77
2026-07-15,Hamza,Central,Product D,25,6022.87
2026-07-15,Fatima,Central,Product F,94,38458.64
2026-07-16,Fatima,West,Product C,22,6100.62
2026-07-17,Hina,West,Product B,57,15926.88
2026-07-17,Sara,East,Product B,8,2118.16
2026-07-17,Ali,East,Product D,54,12874.96
2026-07-18,Hamza,North,Product A,44,12426.71
2026-07-19,Hina,East,Product B,72,22399.44
2026-07-19,Bilal,West,Product C,59,18743.9
2026-07-19,Bilal,South,Product B,99,25925.2
2026-07-20,Ahmed,Central,Product E,85,32750.36
2026-07-20,Zara,North,Product E,95,37638.11
2026-07-20,Sara,Central,Product D,28,5591.17
2026-07-21,Ayesha,West,Product B,96,25573.1
2026-07-21,Usman,East,Product D,8,1590.45
2026-07-21,Fatima,North,Product E,30,10790.52
2026-07-21,Zara,Central,Product F,8,2800.59
2026-07-22,Fatima,South,Product C,10,2808.87
2026-07-23,Zara,North,Product A,70,20122.0
2026-07-23,Ali,North,Product C,81,20773.84
2026-07-23,Hina,South,Product F,42,18698.79
2026-07-23,Hamza,East,Product F,96,38412.08
2026-07-24,Fatima,West,Product D,80,16017.64
2026-07-25,Sara,West,Product C,44,12516.11
2026-07-25,Hamza,North,Product D,16,3324.13
2026-07-25,Zara,Central,Product C,96,32804.9
2026-07-25,Sara,South,Product B,66,17502.05
2026-07-26,Usman,West,Product D,5,947.45
2026-07-26,Ali,South,Product B,98,31431.53
2026-07-26,Fatima,North,Product D,11,2471.02
2026-07-26,Ahmed,East,Product A,52,14564.2
2026-07-27,Ahmed,West,Product B,84,23760.78
2026-07-27,Ayesha,East,Product F,79,30358.31
2026-07-27,Usman,North,Product E,95,38185.17
2026-07-27,Sara,Central,Product A,92,25167.06
2026-07-27,Sara,East,Product E,88,26835.34
2026-07-28,Hina,Central,Product B,93,25853.24
2026-07-28,Hamza,North,Product E,14,4904.66
2026-07-29,Ali,South,Product E,49,17849.42
2026-07-29,Hina,South,Product F,43,15868.83
2026-07-29,Sara,East,Product E,30,9515.76
2026-07-30,Ali,South,Product A,21,5365.74
2026-07-30,Hamza,Central,Product D,99,23265.85
2026-07-30,Hina,North,Product A,38,9941.67
2026-07-31,Hamza,Central,Product D,27,5708.72
2026-07-31,Ahmed,South,Product A,95,21263.59
2026-07-31,Ali,Central,Product C,77,24659.0
2026-07-31,Usman,South,Product F,61,26054.31
2026-07-31,Fatima,West,Product D,58,13638.96
2026-07-31,Fatima,West,Product A,92,24868.29
2026-07-31,Zara,South,Product E,12,4629.4
2026-08-01,Sara,West,Product E,57,22577.73
2026-08-01,Ali,Central,Product A,62,15301.85
2026-08-01,Fatima,Central,Product C,5,1402.28
2026-08-01,Fatima,North,Product E,39,13768.84
2026-08-01,Usman,West,Product A,86,21735.84
2026-08-01,Hina,Central,Product D,84,16704.8
2026-08-02,Hamza,Central,Product B,54,13953.61
2026-08-02,Zara,North,Product D,85,18955.69
2026-08-03,Zara,South,Product C,55,18794.79
2026-08-03,Ayesha,Central,Product B,85,27327.78
2026-08-04,Hina,North,Product D,51,11676.38
2026-08-04,Bilal,West,Product C,64,20334.34
2026-08-05,Ahmed,East,Product D,36,8809.78
2026-08-05,Ahmed,West,Product F,73,30894.47
2026-08-06,Ahmed,East,Product D,34,8400.23
2026-08-06,Sara,South,Product C,9,2659.28
2026-08-06,Sara,West,Product E,28,9933.69
2026-08-07,Sara,East,Product F,85,35022.2
2026-08-07,Hamza,North,Product A,14,3967.3
2026-08-07,Zara,East,Product C,73,21397.8
2026-08-07,Sara,South,Product B,75,20379.81
2026-08-08,Ayesha,South,Product F,43,15440.32
2026-08-08,Ayesha,West,Product C,46,15159.34
2026-08-08,Ahmed,West,Product B,11,2858.38
2026-08-08,Ali,Central,Product C,35,10722.59
2026-08-09,Fatima,West,Product D,64,15616.85
2026-08-09,Bilal,Central,Product B,5,1420.25
2026-08-09,Ahmed,South,Product E,57,20344.58
2026-08-09,Fatima,Central,Product B,77,21855.11
2026-08-10,Zara,East,Product C,39,10882.48
2026-08-10,Ahmed,Central,Product F,53,18565.01
2026-08-11,Ahmed,North,Product A,47,10712.07
2026-08-11,Usman,North,Product B,100,29283.35
2026-08-11,Fatima,Central,Product A,72,20263.42
2026-08-11,Ahmed,West,Product A,97,26984.33
2026-08-11,Sara,South,Product A,63,16774.7
2026-08-12,Ayesha,North,Product C,82,26585.26
2026-08-12,Usman,West,Product D,48,12060.76
2026-08-13,Ali,South,Product A,35,9481.1
2026-08-13,Hamza,West,Product A,36,8256.68
2026-08-13,Usman,West,Product F,8,3175.03
2026-08-13,Hamza,East,Product E,88,31067.41
2026-08-13,Hamza,East,Product E,94,32802.21
2026-08-14,Hina,East,Product B,39,11130.47
2026-08-14,Fatima,West,Product B,57,16872.12
2026-08-15,Ayesha,North,Product B,63,18885.33
2026-08-15,Zara,South,Product D,10,2479.98
2026-08-15,Bilal,North,Product A,14,3048.93
2026-08-15,Bilal,East,Product D,38,7496.54
2026-08-15,Fatima,East,Product F,58,23930.65
2026-08-16,Hamza,North,Product D,69,13604.67
2026-08-16,Hina,South,Product A,77,16540.72
2026-08-16,Sara,East,Product F,49,20832.1
2026-08-17,Bilal,South,Product A,21,5975.18
2026-08-17,Fatima,South,Product F,41,15179.33
2026-08-17,Hamza,West,Product C,47,14319.61
2026-08-17,Hina,North,Product C,88,23964.7
2026-08-17,Zara,West,Product B,93,25601.81
2026-08-17,Zara,Central,Product E,16,5133.1
2026-08-17,Ahmed,North,Product B,70,19015.3
2026-08-17,Ali,West,Product B,70,19102.7
2026-08-17,Ali,East,Product E,60,19579.7
2026-08-19,Usman,West,Product C,7,2030.39
2026-08-19,Hina,South,Product C,75,25477.71
2026-08-19,Hamza,East,Product E,92,33272.68
2026-08-19,Bilal,East,Product E,51,17604.09
2026-08-19,Ayesha,West,Product E,83,30515.76
2026-08-20,Bilal,South,Product A,30,6681.25
2026-08-20,Sara,North,Product F,33,11228.7
2026-08-20,Ali,North,Product C,41,10738.14
2026-08-20,Bilal,South,Product B,78,23572.9
2026-08-20,Bilal,Central,Product D,29,6036.71
2026-08-20,Sara,Central,Product F,99,40335.19
2026-08-21,Sara,South,Product C,85,26186.89
2026-08-21,Sara,North,Product B,61,16647.65
2026-08-22,Ali,East,Product F,30,11186.32
2026-08-22,Bilal,South,Product D,66,12806.58
2026-08-22,Bilal,West,Product F,66,28775.2
2026-08-23,Sara,North,Product D,81,18012.74
2026-08-23,Zara,South,Product F,95,41426.99
2026-08-23,Ahmed,East,Product F,28,12137.24
2026-08-23,Fatima,North,Product A,63,16322.48
2026-08-24,Fatima,East,Product B,33,7919.6
2026-08-24,Hamza,East,Product E,50,18423.31
2026-08-24,Ahmed,West,Product B,98,27619.02
2026-08-24,Ali,North,Product B,61,16857.2
2026-08-26,Bilal,West,Product A,22,4749.82
2026-08-26,Ayesha,East,Product E,23,7597.39
2026-08-26,Ahmed,South,Product F,48,18749.66
2026-08-26,Hamza,West,Product F,20,8434.82
2026-08-27,Usman,North,Product B,58,15701.53
2026-08-27,Bilal,Central,Product B,14,3851.47
2026-08-28,Hamza,East,Product E,6,2213.58
2026-08-29,Hina,West,Product C,28,9573.05
2026-08-29,Ali,West,Product C,37,11923.56
2026-08-29,Fatima,West,Product C,46,14504.35
2026-08-29,Zara,East,Product D,50,12519.92
2026-08-30,Ali,East,Product B,99,28036.05
2026-08-30,Hina,South,Product B,57,16442.82
2026-08-30,Fatima,West,Product B,27,8537.87
2026-08-30,Ahmed,West,Product D,83,15549.77
2026-08-30,Ali,North,Product D,11,2119.52
2026-08-31,Usman,West,Product F,88,40277.44
2026-08-31,Hamza,West,Product B,82,25667.89
2026-08-31,Zara,Central,Product C,49,13216.1
2026-08-31,Hamza,North,Product A,55,13848.93
2026-09-01,Ali,North,Product F,26,9097.98
2026-09-01,Sara,East,Product D,64,15540.52
2026-09-01,Zara,North,Product D,58,14238.13
2026-09-01,Hina,East,Product B,86,22471.3
2026-09-01,Hina,South,Product C,46,12911.62
2026-09-01,Fatima,Central,Product C,26,8597.09
2026-09-02,Hamza,North,Product E,49,16603.17
2026-09-03,Ayesha,Central,Product F,31,12015.47
2026-09-04,Fatima,Central,Product C,68,22836.5
2026-09-04,Sara,Central,Product E,50,16625.56
2026-09-04,Ayesha,West,Product A,26,6264.0
2026-09-05,Sara,East,Product D,15,2919.91
2026-09-06,Ali,West,Product C,90,28451.05
2026-09-06,Fatima,Central,Product E,46,15560.88
2026-09-06,Zara,West,Product D,39,7847.87
2026-09-07,Usman,Central,Product B,76,22020.52
2026-09-07,Fatima,South,Product C,86,22379.03
2026-09-07,Hamza,North,Product B,87,25139.23
2026-09-07,Hamza,North,Product E,13,4187.96
2026-09-08,Fatima,West,Product B,59,16048.52
2026-09-08,Sara,South,Product E,60,21840.97
2026-09-08,Usman,South,Product A,49,12927.34
2026-09-09,Hina,South,Product F,50,18015.59
2026-09-09,Ayesha,North,Product B,14,3863.6
2026-09-09,Hina,North,Product A,46,11873.63
2026-09-09,Hina,West,Product D,98,23377.1
2026-09-09,Sara,South,Product B,43,13752.88
2026-09-10,Hamza,East,Product B,67,16159.66
2026-09-10,Ayesha,Central,Product B,24,5724.86
2026-09-11,Zara,West,Product C,73,18668.73
2026-09-11,Ali,South,Product E,80,26588.76
2026-09-12,Hina,North,Product F,65,28040.71
2026-09-12,Hina,East,Product E,39,14883.2
2026-09-12,Ahmed,East,Product F,14,5159.83
2026-09-12,Usman,South,Product B,53,14985.06
2026-09-13,Hina,East,Product A,68,18250.72
2026-09-13,Hamza,North,Product E,68,21928.45
2026-09-14,Usman,South,Product B,66,18808.74
2026-09-14,Sara,South,Product E,94,33358.04
2026-09-16,Ahmed,West,Product E,73,24809.69
2026-09-16,Hina,West,Product F,67,26121.67
2026-09-16,Usman,South,Product E,17,5374.2
2026-09-16,Usman,Central,Product D,25,5902.03
2026-09-16,Zara,West,Product A,94,20781.62
2026-09-18,Hamza,South,Product F,90,35527.05
2026-09-18,Fatima,North,Product C,44,11933.84
2026-09-18,Sara,South,Product A,81,17625.36
2026-09-18,Usman,Central,Product D,54,11364.31
2026-09-19,Hamza,South,Product E,26,9575.09
2026-09-19,Fatima,North,Product D,77,15247.09
2026-09-19,Zara,South,Product D,75,15909.0
2026-09-19,Hina,South,Product F,15,5610.82
2026-09-19,Hina,West,Product A,53,13701.81
2026-09-19,Usman,West,Product E,22,7872.8
2026-09-20,Bilal,Central,Product C,96,30846.11
2026-09-20,Sara,East,Product D,19,3908.19
2026-09-20,Zara,North,Product D,69,13911.94
2026-09-21,Sara,North,Product B,73,20643.62
2026-09-22,Fatima,North,Product E,25,7609.74
2026-09-23,Usman,Central,Product A,38,10283.65
2026-09-23,Hina,North,Product A,94,22397.2
2026-09-24,Hina,West,Product B,28,8673.11
2026-09-24,Usman,East,Product D,100,19260.36
2026-09-24,Hina,East,Product D,17,3670.62
2026-09-24,Hina,South,Product C,61,15980.38
2026-09-24,Hina,West,Product B,83,21376.54
2026-09-24,Bilal,Central,Product E,94,29318.8
2026-09-24,Zara,Central,Product C,60,20095.06
2026-09-24,Hamza,South,Product C,60,15677.86
2026-09-25,Fatima,East,Product B,90,26834.41
2026-09-25,Sara,North,Product D,23,4381.55
2026-09-25,Usman,Central,Product F,65,26567.17
2026-09-25,Ayesha,East,Product F,57,21400.2
2026-09-26,Ali,North,Product F,11,4748.93
2026-09-26,Ayesha,South,Product A,39,10559.56
2026-09-26,Ahmed,West,Product B,88,27840.96
2026-09-27,Zara,Central,Product C,11,3167.69
2026-09-27,Ali,East,Product E,21,7564.43
2026-09-27,Usman,West,Product E,14,4349.23
2026-09-27,Sara,North,Product D,62,14777.65
2026-09-29,Zara,North,Product E,88,27696.44
2026-09-29,Ali,North,Product E,86,28780.07
2026-09-30,Hina,Central,Product C,65,21347.13
2026-09-30,Hamza,West,Product A,7,1765.44
2026-09-30,Ahmed,South,Product F,65,29485.42
2026-09-30,Fatima,West,Product F,20,7454.37
2026-09-30,Sara,South,Product B,69,22025.52
2026-10-01,Ali,West,Product D,43,8066.92
2026-10-01,Ayesha,South,Product F,55,23958.68
2026-10-01,Ali,South,Product E,54,18076.74
2026-10-01,Ahmed,East,Product A,11,2794.02
2026-10-02,Sara,West,Product A,75,17586.63
2026-10-02,Zara,North,Product A,36,9425.52
2026-10-02,Ahmed,South,Product C,71,20928.36
2026-10-02,Fatima,North,Product A,38,8583.92
2026-10-02,Ahmed,East,Product C,30,8885.39
2026-10-02,Sara,South,Product D,34,7068.76
2026-10-03,Ayesha,South,Product F,81,36026.87
2026-10-03,Ahmed,West,Product D,52,12025.11
2026-10-04,Bilal,Central,Product D,22,5521.78
2026-10-04,Ayesha,East,Product D,90,20690.28
2026-10-04,Ali,North,Product B,26,7075.61
2026-10-04,Ali,East,Product B,88,21451.23
2026-10-05,Hina,West,Product A,29,7290.11
2026-10-06,Ali,West,Product F,50,19878.11
2026-10-06,Usman,West,Product C,29,9954.82
2026-10-06,Hamza,Central,Product E,7,2369.48
2026-10-06,Hina,East,Product A,87,19734.45
2026-10-06,Usman,Central,Product D,34,6913.42
2026-10-07,Bilal,South,Product C,91,30469.35
2026-10-07,Ahmed,Central,Product A,98,24217.92
2026-10-07,Hina,South,Product E,87,34626.86
2026-10-07,Zara,South,Product D,33,6765.45
2026-10-08,Bilal,West,Product F,24,8751.83
2026-10-08,Sara,East,Product E,83,32476.97
2026-10-09,Hina,North,Product A,40,9649.05
2026-10-09,Hamza,North,Product C,66,20622.81
2026-10-09,Hamza,East,Product C,25,7976.57
2026-10-10,Bilal,Central,Product E,65,23800.42
2026-10-10,Fatima,East,Product E,63,24809.53
2026-10-10,Ahmed,Central,Product C,46,13426.59
2026-10-11,Ali,West,Product E,88,27919.33
2026-10-11,Hamza,East,Product D,100,22332.56
2026-10-11,Ayesha,South,Product B,84,25032.7
2026-10-11,Hina,North,Product C,30,8437.31
2026-10-12,Hina,South,Product B,42,10764.05
2026-10-12,Bilal,South,Product B,79,24416.15
2026-10-12,Hina,East,Product C,78,22307.38
2026-10-13,Hamza,Central,Product D,18,3397.2
2026-10-13,Ayesha,North,Product B,23,5580.38
2026-10-13,Fatima,West,Product F,29,9934.31
2026-10-13,Sara,Central,Product B,38,10345.16
2026-10-13,Ahmed,East,Product A,65,14436.23
2026-10-14,Zara,East,Product D,83,19985.61
2026-10-14,Usman,West,Product B,56,16290.39
2026-10-14,Ayesha,Central,Product E,26,9605.91
2026-10-14,Zara,East,Product C,40,11014.66
2026-10-15,Fatima,Central,Product B,87,21167.99
2026-10-15,Hamza,East,Product F,20,7785.94
2026-10-15,Hamza,East,Product F,79,30921.55
2026-10-15,Ali,North,Product B,72,18980.2
2026-10-15,Ayesha,Central,Product D,33,7149.38
2026-10-16,Sara,North,Product E,32,11219.77
2026-10-16,Sara,North,Product E,69,21992.13
2026-10-16,Ali,East,Product A,32,7878.09
2026-10-16,Ali,Central,Product D,91,21863.33
2026-10-16,Ayesha,West,Product F,37,15985.03
2026-10-17,Ayesha,North,Product E,31,11131.18
2026-10-17,Zara,East,Product F,45,16115.17
2026-10-17,Usman,North,Product B,99,28827.46
2026-10-17,Zara,South,Product F,98,39006.0
2026-10-18,Ahmed,Central,Product C,46,14762.15
2026-10-18,Sara,North,Product F,67,29340.83
2026-10-18,Zara,South,Product E,29,11175.24
2026-10-18,Usman,Central,Product C,54,17442.26
2026-10-18,Ali,West,Product F,21,7736.66
2026-10-18,Zara,North,Product A,24,5383.34
2026-10-19,Zara,North,Product B,29,7707.13
2026-10-20,Ali,Central,Product D,38,7319.38
2026-10-20,Ahmed,North,Product A,63,15067.97
2026-10-20,Hamza,West,Product B,11,2951.41
2026-10-20,Ayesha,South,Product F,33,13903.67
2026-10-20,Zara,Central,Product E,87,33882.78
2026-10-21,Ahmed,Central,Product C,55,15581.21
2026-10-21,Fatima,West,Product E,21,7596.85
2026-10-22,Fatima,Central,Product E,91,34892.14
2026-10-22,Usman,West,Product F,30,10473.59
2026-10-22,Zara,East,Product B,83,23676.69
2026-10-22,Bilal,West,Product D,77,16856.81
2026-10-22,Zara,North,Product F,39,15956.84
2026-10-22,Ayesha,West,Product D,56,11373.77
2026-10-22,Bilal,West,Product B,70,18307.97
2026-10-22,Usman,Central,Product D,95,21778.69
2026-10-23,Hina,South,Product B,92,28676.74
2026-10-23,Ayesha,East,Product A,95,23294.41
2026-10-23,Usman,North,Product A,47,11213.95
2026-10-23,Ayesha,South,Product D,14,3356.46
2026-10-23,Ali,South,Product B,77,24464.94
2026-10-24,Usman,East,Product B,30,7971.26
2026-10-24,Zara,South,Product F,11,4510.25
2026-10-25,Hamza,South,Product B,44,13016.81
2026-10-25,Ahmed,South,Product F,84,35823.98
2026-10-25,Hina,East,Product C,21,6623.75
2026-10-25,Zara,West,Product E,32,12565.18
2026-10-25,Hina,Central,Product B,52,15742.84
2026-10-25,Hina,North,Product B,98,29344.01
2026-10-26,Usman,East,Product B,22,6177.6
2026-10-26,Ahmed,Central,Product F,70,26021.97
2026-10-27,Sara,West,Product B,6,1916.29
2026-10-27,Sara,South,Product A,26,6401.66
2026-10-27,Ali,North,Product C,69,18254.1
2026-10-27,Ali,Central,Product D,66,12367.68
2026-10-29,Hamza,Central,Product C,17,5608.92
2026-10-29,Fatima,Central,Product F,59,21235.15
2026-10-29,Hina,West,Product D,61,11726.68
2026-10-29,Hamza,South,Product D,5,1110.02
2026-10-30,Ali,East,Product E,14,4621.3
2026-10-30,Ayesha,West,Product A,37,8761.81
2026-10-31,Bilal,East,Product B,16,4182.88
2026-11-01,Zara,South,Product D,18,3526.96
2026-11-01,Zara,East,Product D,20,4358.68
2026-11-01,Zara,Central,Product B,63,18959.48
2026-11-01,Usman,East,Product A,86,20037.96
2026-11-02,Ali,North,Product C,36,12383.78
2026-11-03,Hamza,South,Product A,40,10818.03
2026-11-03,Hina,Central,Product D,73,16091.86
2026-11-04,Ali,South,Product E,40,14503.02
2026-11-04,Usman,North,Product A,38,8707.05
2026-11-04,Sara,Central,Product A,49,12370.34
2026-11-05,Fatima,Central,Product B,86,24553.53
2026-11-05,Ali,West,Product A,44,11080.47
2026-11-05,Bilal,East,Product A,11,2427.33
2026-11-06,Fatima,Central,Product A,8,1748.73
2026-11-06,Usman,East,Product D,51,12054.42
2026-11-06,Ahmed,East,Product A,87,21623.35
2026-11-06,Hina,Central,Product B,12,3310.13
2026-11-07,Fatima,West,Product F,75,33715.17
2026-11-07,Hamza,South,Product F,55,20650.58
2026-11-07,Sara,North,Product B,88,24576.47
2026-11-07,Fatima,West,Product D,61,14127.08
2026-11-08,Ahmed,Central,Product F,36,12945.9
2026-11-08,Hina,North,Product B,40,10873.99
2026-11-08,Hamza,West,Product A,41,9443.24
2026-11-08,Bilal,North,Product F,43,15680.1
2026-11-09,Sara,South,Product F,32,11896.24
2026-11-09,Usman,Central,Product A,49,11706.04
2026-11-10,Zara,North,Product C,90,28957.72
2026-11-10,Zara,West,Product A,15,3369.75
2026-11-10,Ali,South,Product D,67,13028.41
2026-11-10,Fatima,Central,Product D,11,2151.43
2026-11-11,Ali,Central,Product C,63,19712.74
2026-11-11,Ahmed,Central,Product B,62,15585.23
2026-11-11,Zara,North,Product E,69,25978.52
2026-11-11,Zara,North,Product F,22,8306.81
2026-11-11,Hamza,North,Product E,87,27422.99
2026-11-12,Ahmed,East,Product A,44,9610.77
2026-11-12,Bilal,East,Product D,28,6528.89
2026-11-12,Bilal,Central,Product C,69,22738.68
2026-11-12,Usman,South,Product B,46,14556.02
2026-11-13,Hina,East,Product A,60,16550.18
2026-11-13,Zara,West,Product A,55,15356.99
2026-11-13,Ali,North,Product C,61,19189.04
2026-11-13,Bilal,South,Product F,14,4897.82
2026-11-13,Bilal,North,Product D,88,21945.59
2026-11-13,Ayesha,Central,Product D,62,15311.6
2026-11-14,Zara,South,Product F,42,16794.41
2026-11-14,Bilal,South,Product F,17,7622.94
2026-11-14,Sara,West,Product B,69,17116.45
2026-11-14,Ayesha,West,Product E,23,7403.24
2026-11-14,Fatima,Central,Product B,46,13733.96
2026-11-14,Zara,West,Product F,89,34139.99
2026-11-14,Ayesha,Central,Product B,66,17835.88
2026-11-14,Ahmed,North,Product D,27,6740.23
2026-11-15,Hina,West,Product A,31,7208.41
2026-11-15,Zara,Central,Product A,82,23138.87
2026-11-15,Ahmed,South,Product B,65,19125.25
2026-11-16,Ali,East,Product D,15,2930.55
2026-11-16,Ali,Central,Product A,89,19634.16
2026-11-17,Sara,North,Product A,69,17931.17
2026-11-17,Ali,North,Product C,87,23390.18
2026-11-17,Sara,South,Product F,85,36790.54
2026-11-17,Bilal,West,Product A,76,21559.96
2026-11-17,Ayesha,Central,Product E,93,34353.01
2026-11-17,Ahmed,South,Product E,26,7813.0
2026-11-18,Zara,East,Product E,29,10772.92
2026-11-18,Hina,West,Product E,79,27226.17
2026-11-18,Usman,West,Product D,14,3203.47
2026-11-19,Sara,Central,Product E,38,14965.54
2026-11-19,Zara,South,Product F,25,9432.25
2026-11-19,Hamza,Central,Product F,45,19540.8
2026-11-19,Sara,West,Product F,47,17445.1
2026-11-19,Hamza,North,Product D,97,22547.76
2026-11-20,Hamza,Central,Product B,96,24005.8
2026-11-21,Fatima,North,Product E,95,32093.77
2026-11-21,Sara,Central,Product E,29,11386.03
2026-11-21,Hina,Central,Product B,46,12401.08
2026-11-22,Zara,West,Product E,86,31359.94
2026-11-23,Zara,North,Product E,6,2406.74
2026-11-23,Bilal,South,Product B,18,4482.9
2026-11-23,Hamza,West,Product F,28,12486.65
2026-11-23,Bilal,West,Product C,90,23026.12
2026-11-24,Ayesha,East,Product B,29,7600.08
2026-11-24,Sara,North,Product F,40,14775.48
2026-11-25,Zara,Central,Product B,10,2953.34
2026-11-25,Usman,South,Product E,83,25168.04
2026-11-25,Bilal,West,Product B,92,25034.28
2026-11-25,Zara,East,Product F,31,13393.09
2026-11-26,Hina,South,Product C,22,6098.32
2026-11-26,Ahmed,Central,Product D,68,16617.94
2026-11-26,Usman,Central,Product C,94,27492.11
2026-11-27,Usman,West,Product B,38,9296.84
2026-11-27,Sara,South,Product E,81,29200.57
2026-11-27,Ali,East,Product D,9,2027.27
2026-11-27,Ahmed,Central,Product B,67,17571.56
2026-11-27,Fatima,North,Product D,40,7981.09
2026-11-28,Zara,South,Product A,94,21274.05
2026-11-28,Fatima,Central,Product E,99,35724.71
2026-11-28,Fatima,North,Product E,76,23738.16
2026-11-29,Fatima,East,Product C,51,15358.83
2026-11-29,Ahmed,North,Product B,94,28107.74
2026-11-29,Fatima,North,Product F,71,29537.99
2026-11-29,Ali,North,Product D,53,11230.34
2026-11-29,Ahmed,North,Product A,19,5043.87
2026-11-29,Ahmed,North,Product D,85,17608.91
2026-11-29,Ali,North,Product F,49,19280.52
2026-11-29,Sara,East,Product F,60,25655.7
2026-11-29,Fatima,South,Product D,67,14624.35
2026-11-29,Hamza,South,Product C,50,14212.91
2026-11-30,Ali,North,Product B,30,9254.86
2026-11-30,Bilal,Central,Product E,66,22856.58
2026-12-01,Usman,East,Product E,88,34479.61
2026-12-02,Ali,North,Product D,33,6554.08
2026-12-02,Hamza,South,Product D,62,15228.07
2026-12-02,Ahmed,South,Product B,23,6848.41
2026-12-03,Usman,South,Product A,22,5734.7
2026-12-03,Hamza,East,Product B,9,2734.67
2026-12-03,Zara,South,Product C,15,4611.7
2026-12-03,Ayesha,Central,Product F,20,8499.38
2026-12-03,Zara,Central,Product C,69,23068.44
2026-12-04,Hamza,West,Product B,72,21268.14
2026-12-04,Ahmed,West,Product D,14,3032.94
2026-12-05,Bilal,North,Product F,74,28601.24
2026-12-05,Fatima,North,Product E,87,28999.65
2026-12-05,Ahmed,West,Product E,42,14214.82
2026-12-05,Bilal,East,Product B,17,4116.88
2026-12-06,Fatima,East,Product D,64,16086.32
2026-12-06,Zara,East,Product A,35,9203.59
2026-12-06,Usman,Central,Product A,48,11286.35
2026-12-06,Hina,Central,Product A,74,21041.86
2026-12-06,Ahmed,West,Product B,29,8255.01
2026-12-06,Hina,Central,Product D,45,11256.36
2026-12-07,Fatima,East,Product D,67,12662.83
2026-12-07,Usman,North,Product C,81,22932.75
2026-12-07,Fatima,Central,Product C,89,29487.6
2026-12-08,Usman,Central,Product C,59,19337.1
2026-12-08,Zara,West,Product F,67,22906.48
2026-12-08,Hamza,East,Product F,18,8148.09
